batch,charge_t,compound,form,mass_t,n,pos_t,scalar,solver,time,time_t,tpb,vel_t,steptime,fps,pups,ops
8192,float32,False,xn,float32,36,float32,True,NumpySolver,0.4168694959989807,float32,1,float32,5.0887389648313075e-05,19651.233968004293,707444.4228481546,25467999.222533565
4608,float32,False,xn,float32,64,float32,True,NumpySolver,0.33955433200026164,float32,1,float32,7.368800607644567e-05,13570.72952907121,868526.6898605574,55585708.151075676
911,float32,False,xn,float32,144,float32,True,NumpySolver,0.17529276899949764,float32,1,float32,0.00019241796816629817,5197.019849704187,748370.858357403,107765403.60346603
288,float32,False,xn,float32,256,float32,True,NumpySolver,0.1619664419995388,float32,1,float32,0.0005623834791650653,1778.1461174582082,455205.4060693013,116532583.95374113
57,float32,False,xn,float32,576,float32,True,NumpySolver,0.3169442739999795,float32,1,float32,0.005560425859648763,179.8423403604499,103589.18804761914,59667372.31542863
18,float32,False,xn,float32,1024,float32,True,NumpySolver,0.37676523399932194,float32,1,float32,0.020931401888851217,47.775108676912566,48921.71128515847,50095832.35600227
4,float32,False,xn,float32,2304,float32,True,NumpySolver,0.5342018379997171,float32,1,float32,0.13355045949992927,7.487806509572732,17251.906198055574,39748391.88032004
2,float32,False,xn,float32,4096,float32,True,NumpySolver,0.8324442769990128,float32,1,float32,0.4162221384995064,2.4025632168558615,9840.898936241609,40308322.04284563
8192,float32,True,xn,float32,4,float32,False,NumpySolver,0.3521586140013824,float32,1,float32,4.298811206071562e-05,23262.245119944284,93048.98047977714,372195.92191910854
8192,float32,True,xn,float32,9,float32,False,NumpySolver,0.3546898610002245,float32,1,float32,4.3297102172878965e-05,23096.2339236272,207866.1053126448,1870794.947813803
8192,float32,True,xn,float32,16,float32,False,NumpySolver,0.40453092199823004,float32,1,float32,4.9381216064237066e-05,20250.61510634246,324009.84170147934,5184157.467223669
8192,float32,True,xn,float32,36,float32,False,NumpySolver,0.48119026699714595,float32,1,float32,5.873904626430004e-05,17024.4507461091,612880.2268599276,22063688.166957393
4608,float32,True,xn,float32,64,float32,False,NumpySolver,0.3967428399992059,float32,1,float32,8.609870659704989e-05,11614.576333650339,743332.8853536217,47573304.66263179
911,float32,True,xn,float32,144,float32,False,NumpySolver,0.19789699600005406,float32,1,float32,0.00021723051152585518,4603.404894532867,662890.3048127329,95456203.89303353
288,float32,True,xn,float32,256,float32,False,NumpySolver,0.17337836799924844,float32,1,float32,0.0006020082222196126,1661.1068804226397,425243.3613881958,108862300.51537812
57,float32,True,xn,float32,576,float32,False,NumpySolver,0.3513664969977981,float32,1,float32,0.0061643245087333,162.22377627641944,93440.8951352176,53821955.59788533
18,float32,True,xn,float32,1024,float32,False,NumpySolver,0.4228740079997806,float32,1,float32,0.023493000444432255,42.565869879638804,43587.450756750135,44633549.57491214
4,float32,True,xn,float32,2304,float32,False,NumpySolver,0.5859980259992881,float32,1,float32,0.14649950649982202,6.825961560499966,15727.01543539192,36235043.563142985
2,float32,True,xn,float32,4096,float32,False,NumpySolver,0.9268396949992166,float32,1,float32,0.4634198474996083,2.157870461085172,8838.637408604865,36203058.82564553
8192,float32,False,xn,float32,4,float32,False,NumpySolver,0.3367198099986126,float32,1,float32,4.110349243147127e-05,24328.832925017847,97315.33170007139,389261.32680028555
8192,float32,False,xn,float32,9,float32,False,NumpySolver,0.3426559199979238,float32,1,float32,4.1828115234121555e-05,23907.364565741744,215166.2810916757,1936496.5298250811
8192,float32,False,xn,float32,16,float32,False,NumpySolver,0.3717830590030644,float32,1,float32,4.538367419471001e-05,22034.355255365408,352549.68408584653,5640794.9453735445
8192,float32,False,xn,float32,36,float32,False,NumpySolver,0.47165909400064265,float32,1,float32,5.7575572998125324e-05,17368.476732876985,625265.1623835715,22509545.845808573
4608,float32,False,xn,float32,64,float32,False,NumpySolver,0.38387553400025354,float32,1,float32,8.330632248269391e-05,12003.890823625547,768249.012712035,49167936.81357024
911,float32,False,xn,float32,144,float32,False,NumpySolver,0.1991851439997845,float32,1,float32,0.0002186445049393902,4573.634266624752,658603.3343939643,94838880.15273085
288,float32,False,xn,float32,256,float32,False,NumpySolver,0.17387289199905354,float32,1,float32,0.0006037253194411581,1656.3824106725488,424033.8971321725,108552677.66583616
57,float32,False,xn,float32,576,float32,False,NumpySolver,0.3323713019999559,float32,1,float32,0.005831075473683437,171.49495054782906,98781.09151554955,56897908.71295654
18,float32,False,xn,float32,1024,float32,False,NumpySolver,0.41590302899930975,float32,1,float32,0.023105723833294987,43.27931932428863,44318.022988071556,45381655.53978527
4,float32,False,xn,float32,2304,float32,False,NumpySolver,0.5744310629997926,float32,1,float32,0.14360776574994816,6.963411726223873,16043.700617219803,36964686.22207443
2,float32,False,xn,float32,4096,float32,False,NumpySolver,0.9292751549983223,float32,1,float32,0.4646375774991611,2.152215077786741,8815.472958614491,36108177.23848496
8192,float32,True,split,float32,4,float32,True,NumpySolver,0.4420673469976464,float32,1,float32,5.396329919404863e-05,18531.113088620896,74124.45235448358,296497.80941793433
